url,n_stars,created_at,updated_at,pushed_at,is_fork,archived_at,is_template,license,primary_language,topics,description
kubernetes/sample-apiserver,451,2017-02-14T18:54:36Z,2023-06-28T08:22:22Z,2023-06-20T21:53:17Z,False,,False,Apache License 2.0,Go,['k8s-staging'],Reference implementation of an apiserver for a custom Kubernetes API.
kubernetes/sample-cli-plugin,261,2018-09-06T23:28:20Z,2023-06-27T20:51:11Z,2023-06-20T21:53:42Z,False,,False,Apache License 2.0,Go,"['k8s-sig-cli', 'k8s-staging']",Sample kubectl plugin
kubernetes/sample-controller,2740,2017-10-19T14:19:04Z,2023-07-02T05:35:06Z,2023-06-20T21:53:22Z,False,,False,Apache License 2.0,Go,['k8s-staging'],Repository for sample controller. Complements sample-apiserver
kubernetes/system-validators,30,2019-08-20T03:52:05Z,2023-06-09T06:57:41Z,2023-03-22T05:20:21Z,False,,False,Apache License 2.0,Go,['k8s-sig-cluster-lifecycle'],A set of system-oriented validators for kubeadm preflight checks.
kubernetes/utils,274,2017-07-07T18:57:39Z,2023-06-16T16:59:48Z,2023-06-21T08:27:59Z,False,,False,Apache License 2.0,Go,"['kubernetes', 'golang']",Non-Kubernetes-specific utility libraries which are consumed by multiple projects.
kumailht/responsive-elements,1270,2013-09-15T17:48:45Z,2023-04-19T09:18:04Z,2022-02-08T09:33:14Z,False,,False,MIT License,JavaScript,[],Responsive elements makes it possible for any element to adapt and respond to the area they occupy. It's a tiny javascript library that you can drop into your projects today.
kupferlauncher/keybinder,106,2009-07-02T17:43:42Z,2023-05-24T03:47:16Z,2019-09-19T08:42:17Z,False,,False,MIT License,C,[],"``keybinder`` is a library for registering global key bindings, for gtk-based applications in X11. With gir bindings."
kurin/blazer,126,2016-05-02T23:00:56Z,2023-05-18T23:12:31Z,2023-05-22T03:31:06Z,False,,False,Other,Go,"['go', 'backblaze', 'b2', 'golang']",A Go library for Backblaze's B2.
kurtmckee/feedparser,1646,2010-11-26T02:53:24Z,2023-07-01T16:31:00Z,2023-06-20T11:50:27Z,False,,False,Other,Python,"['atom', 'rss', 'json', 'rdf', 'python']",Parse feeds in Python
kurtmckee/listparser,64,2009-06-08T17:26:46Z,2023-05-24T08:11:39Z,2023-06-20T11:55:56Z,False,,False,MIT License,Python,"['opml', 'foaf', 'igoogle', 'rdf', 'python']",Parse subscription lists in Python
kurtraschke/pyRFC3339,13,2009-08-23T20:36:54Z,2023-01-09T02:19:05Z,2022-04-07T22:34:04Z,False,,False,MIT License,Python,[],Python library for generating and parsing RFC 3339-compliant timestamps.
kushaldas/gotun,2,2016-10-19T08:38:52Z,2020-06-29T02:30:31Z,2017-04-03T12:19:57Z,False,,False,GNU General Public License v3.0,Go,[],Executes tests in OpenStack/AWS or remote systems
kvas-it/pytest-console-scripts,70,2016-05-04T19:41:25Z,2023-05-29T04:58:36Z,2023-06-01T09:15:06Z,False,,False,MIT License,Python,[],Pytest plugin for testing console scripts
kvesteri/sqlalchemy-utils,1115,2013-02-18T16:48:22Z,2023-07-02T09:33:30Z,2023-06-29T17:27:35Z,False,,False,Other,Python,[],Various utility functions and datatypes for SQLAlchemy.
python-validators/validators,783,2013-10-17T08:16:32Z,2023-07-02T07:13:27Z,2023-06-28T09:23:05Z,False,,False,MIT License,Python,[],Python Data Validation for Humans™.
kwarunek/aiounittest,55,2017-08-16T22:50:25Z,2023-02-02T11:17:32Z,2022-06-13T13:07:43Z,False,,False,MIT License,Python,"['asyncio', 'unittest', 'async-python']",Test python asyncio-based code with ease.
kwikteam/klusta,44,2016-03-17T10:42:25Z,2023-05-02T17:05:10Z,2021-04-22T08:01:37Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,[],Automatic spike sorting up to 64 channels
kxgames/vecrec,0,2014-07-14T04:25:42Z,2022-01-06T18:30:57Z,2022-01-06T18:30:55Z,False,,False,MIT License,Python,[],A 2D vector and rectangle library.
kylelemons/godebug,320,2013-01-05T16:08:06Z,2023-06-30T18:40:30Z,2022-06-17T19:22:44Z,False,,False,Apache License 2.0,Go,[],Debugging helper utilities for Go
kyoh86/xdg,16,2017-07-13T00:49:37Z,2023-01-28T08:41:45Z,2021-05-25T12:35:28Z,False,2021-05-25T19:35:42Z,False,MIT License,Go,"['xdg', 'golang', 'go', 'library']","Light weight helper functions in golang to get config, data and cache files according to the XDG Base Directory Specification."
kyokomi/emoji,748,2014-06-21T09:07:48Z,2023-06-29T07:18:08Z,2023-06-05T09:14:20Z,False,,False,MIT License,Go,[],:sushi: emoji terminal output for golang
kypeli/kQOAuth,34,2012-07-02T20:03:11Z,2022-02-20T13:37:21Z,2020-06-06T22:56:06Z,False,,False,GNU Lesser General Public License v2.1,C++,[],"kQOAuth is a library written in C++ for Qt that implements the OAuth 1.0 authentication specification RFC 5849 (http://tools.ietf.org/html/rfc5849).  Greetings go to Dominik Kapusta for writing the original OAuth library using Qt, QOAuth (http://blog.ayoy.net/2009/6/24/oauth). However, I wanted to improve on the QOAuth’s approach in some ways.  kQOAuth main features:      Easy integrated solution for retrieving user authentication and access token.     No external dependency to QCA.     Convenient signals that can be used for easy OAuth authorization process handling.     Access to request objects that will wrap request signing and network access, but still gives possibility for detailed control of the authentication process for easier integration to existing application logic. "
kyrus/python-junit-xml,108,2013-01-14T19:59:00Z,2023-05-11T08:00:40Z,2023-05-05T13:53:45Z,False,,False,MIT License,Python,[],"A Python module for creating JUnit XML test result documents that can be read by tools such as Jenkins. If you are ever working with test tool or test suite written in Python and want to take advantage of Jenkins' pretty graphs and test reporting capabilities, this module will let you generate the XML test reports."
l3ib/nitrogen,316,2010-12-20T21:11:46Z,2023-06-26T16:33:57Z,2022-10-12T23:09:28Z,False,,False,GNU General Public License v2.0,C++,[],Background browser and setter for X windows.
labbsr0x/bindman-dns-webhook,7,2018-11-06T13:30:12Z,2022-10-25T18:26:45Z,2019-09-18T14:41:55Z,False,,False,MIT License,Go,['dns'],Defines the webhook needed by a Bindman DNS Manager in order to ease out integrations among clients and managers
labbsr0x/goh,0,2019-01-02T16:11:11Z,2019-09-18T10:42:09Z,2019-09-18T10:48:27Z,False,,False,MIT License,Go,[],Utility lib for writing web hooks
labstack/echo,25966,2015-03-01T17:43:01Z,2023-07-02T13:42:40Z,2023-06-29T07:27:43Z,False,,False,MIT License,Go,"['go', 'echo', 'web', 'middleware', 'microservice', 'websocket', 'ssl', 'letsencrypt', 'micro-framework', 'https', 'http2', 'web-framework', 'labstack-echo']","High performance, minimalist Go web framework"
labstack/gommon,494,2015-03-12T22:35:57Z,2023-06-30T21:57:52Z,2023-02-27T07:40:25Z,False,,False,MIT License,Go,"['email', 'random', 'bytes', 'color', 'logging']",Common packages for Go
labwc/labwc,768,2019-05-11T20:21:57Z,2023-07-02T11:58:33Z,2023-07-02T16:56:38Z,False,,False,GNU General Public License v2.0,C,"['wlroots', 'wayland', 'wayland-compositor', 'sway', 'layer-shell', 'openbox', 'window-manager']",A Wayland window-stacking compositor
laike9m/pdir2,1299,2017-02-27T13:58:20Z,2023-06-26T07:40:40Z,2022-11-12T09:10:06Z,False,,False,MIT License,Python,[],Pretty dir() printing with joy:beer:
lainsce/coin,3,2017-06-16T08:20:08Z,2023-01-28T14:09:15Z,2020-02-16T01:18:17Z,False,2020-06-14T06:38:00Z,False,GNU General Public License v3.0,Vala,"['money', 'applet', 'vala', 'virtual-currencies', 'currency', 'coin']",[DEPRECATED] Track the virtual currencies in real world currency value.
lainsce/notejot,351,2017-05-23T08:02:03Z,2023-06-28T01:26:53Z,2023-06-29T17:18:03Z,False,,False,GNU General Public License v3.0,Vala,"['vala', 'note-taking', 'notebook', 'notes', 'gtk4']",Stupidly-simple notes app.
lair-framework/go-burp,5,2016-01-29T21:04:26Z,2023-01-10T03:16:43Z,2018-03-26T16:31:54Z,False,,False,MIT License,Go,[],BurpSuite XML parsing library for Go
lair-framework/go-nessus,12,2014-02-19T14:29:27Z,2023-05-22T17:14:03Z,2019-05-20T01:32:00Z,False,,False,MIT License,Go,[],Nessus XML parsing library for Go
lair-framework/go-nmap,93,2014-02-18T16:48:56Z,2023-03-17T13:54:32Z,2022-11-15T20:28:09Z,False,,False,MIT License,Go,[],Nmap XML parsing library for Go
laminas/laminas-authentication,23,2019-12-31T21:10:23Z,2022-10-24T08:14:43Z,2022-10-24T08:05:19Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['authentication'],provides an API for authentication and includes concrete authentication adapters for common use case scenarios
laminas/laminas-barcode,24,2019-12-31T21:11:28Z,2023-04-07T06:43:39Z,2022-11-15T23:45:01Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['security-updates-only'],Programmatically create and render barcodes as images or in PDFs
laminas/laminas-cache,81,2019-12-31T21:12:03Z,2023-06-22T20:49:16Z,2023-06-17T11:51:35Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['cache', 'psr-6', 'psr-16']","Caching implementation with a variety of storage options, as well as codified caching strategies for callbacks, classes, and output"
laminas/laminas-captcha,21,2019-12-31T21:13:43Z,2023-03-03T06:57:49Z,2023-06-29T01:08:03Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['captcha', 'recaptcha', 'figlet']","Generate and validate CAPTCHAs using Figlets, images, ReCaptcha, and more"
laminas/laminas-code,1731,2019-12-31T21:14:11Z,2023-07-02T16:42:37Z,2023-06-13T10:32:52Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['code-generation', 'code-scanning', 'reflection-api']","Extensions to the PHP Reflection API, static code scanning, and code generation"
laminas/laminas-config,46,2019-12-31T21:18:34Z,2023-05-15T02:40:32Z,2022-10-16T14:21:47Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only', 'config', 'configuration']",provides a nested object property based user interface for accessing this configuration data within application code
laminas/laminas-console,10,2019-12-31T21:20:06Z,2023-04-25T13:46:29Z,2021-02-23T22:09:38Z,False,2021-02-24T06:18:32Z,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only']","Build console applications using getopt syntax or routing, complete with prompts"
laminas/laminas-crypt,34,2019-12-31T21:21:02Z,2023-04-28T22:36:19Z,2023-03-03T15:59:04Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['security-updates-only', 'cryptography', 'password-hashing']",Strong cryptography tools and password hashing
laminas/laminas-db,110,2019-12-31T21:21:36Z,2023-06-17T05:53:02Z,2023-06-13T03:51:04Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['tablegateway', 'database', 'database-adapter', 'sql', 'sql-abstraction', 'resultset', 'resultset-abstraction', 'rowdatagateway', 'database-abstraction-layer']","Database abstraction layer, SQL abstraction, result set abstraction, and RowDataGateway and TableDataGateway implementations"
laminas/laminas-di,32,2019-12-31T21:22:31Z,2023-04-28T11:44:27Z,2023-06-14T12:51:24Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['dependency-injection', 'psr-11']",Automated dependency injection for PSR-11 containers
laminas/laminas-diactoros,377,2019-12-31T21:22:49Z,2023-06-24T22:06:40Z,2023-06-29T03:32:35Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['psr-7', 'psr-17', 'http-message']",PSR HTTP Message implementations
laminas/laminas-diagnostics,49,2019-12-31T21:23:06Z,2023-06-25T19:23:09Z,2023-06-19T16:59:24Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'diagnostic-tool', 'diagnostics']",A set of components for performing diagnostic tests in PHP applications
laminas/laminas-dom,17,2019-12-31T21:23:22Z,2023-02-15T02:12:52Z,2022-10-16T14:26:18Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['dom', 'dom-structure', 'dom-selection', 'dom-crawler']",provides tools for working with DOM documents and structures
laminas/laminas-escaper,170,2019-12-31T21:24:01Z,2023-06-29T02:26:51Z,2023-06-28T03:48:58Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['escaping'],"Securely and safely escape HTML, HTML attributes, JavaScript, CSS, and URLs"
laminas/laminas-eventmanager,1019,2019-12-31T21:24:49Z,2023-06-15T09:22:00Z,2023-02-10T00:15:22Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['events', 'event-management']",Trigger and listen to events within a PHP application
laminas/laminas-feed,107,2019-12-31T21:25:53Z,2023-05-30T06:38:57Z,2023-06-06T08:04:58Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['rss', 'atom', 'feed', 'pubsubhubbub']","Consume and generate Atom and RSS feeds, and interact with Pubsubhubbub."
laminas/laminas-file,12,2019-12-31T21:27:30Z,2023-02-01T22:10:46Z,2023-01-30T21:32:11Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only']",Locate PHP classfiles
laminas/laminas-filter,61,2019-12-31T21:27:47Z,2023-05-28T14:22:50Z,2023-05-30T00:59:48Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['filter', 'normalization']",Programmatically filter and normalize data and files
laminas/laminas-form,67,2019-12-31T21:28:04Z,2023-06-14T12:41:23Z,2023-07-01T23:20:08Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['forms', 'form-generator', 'form-validation']","Validate and display simple and complex forms, casting forms to business objects and vice versa"
laminas/laminas-http,32,2019-12-31T21:28:25Z,2023-02-03T01:44:42Z,2022-11-23T15:46:57Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['http'],Provides an easy interface for performing Hyper-Text Transfer Protocol (HTTP) requests
laminas/laminas-httphandlerrunner,53,2019-12-31T21:28:46Z,2023-05-17T01:42:24Z,2023-07-02T03:33:26Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'http', 'psr-15', 'psr-7', 'request-handler']",Execute PSR-15 RequestHandlerInterface instances and emit responses they generate.
laminas/laminas-hydrator,118,2019-12-31T21:29:01Z,2023-06-11T21:55:59Z,2023-07-02T00:22:31Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hydration', 'serialization']","Serialize objects to arrays, and vice versa"
laminas/laminas-i18n,39,2019-12-31T21:29:17Z,2023-06-11T13:07:56Z,2023-07-02T03:13:11Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['i18n', 'translation', 'internationalization', 'filter', 'validation']","Provide translations for your application, and filter and validate internationalized values"
laminas/laminas-i18n-resources,7,2019-12-31T21:29:34Z,2022-07-20T23:14:59Z,2023-07-02T00:13:07Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['internationalization', 'resources']",Provides validator and captcha translations for laminas-i18n's Translator
laminas/laminas-inputfilter,38,2019-12-31T21:30:11Z,2023-06-20T17:24:22Z,2023-07-02T03:48:09Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['filtering', 'validations']","Normalize and validate input sets from the web, APIs, the CLI, and more, including files"
laminas/laminas-json,34,2019-12-31T21:32:28Z,2023-04-07T06:43:39Z,2022-10-17T04:07:27Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['json'],provides convenience methods for serializing native PHP to JSON and decoding JSON to native PHP
laminas/laminas-json-server,16,2019-12-31T21:33:11Z,2023-01-31T17:48:35Z,2023-06-29T01:01:07Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['hacktoberfest'],Laminas Json-Server is a JSON-RPC server implementation.
laminas/laminas-ldap,7,2019-12-31T21:33:29Z,2023-02-24T21:57:54Z,2023-03-15T16:30:13Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['ldap'],"Provides support for LDAP operations including but not limited to binding, searching and modifying entries in an LDAP directory"
laminas/laminas-loader,26,2019-12-31T21:34:20Z,2023-02-05T12:24:47Z,2022-10-16T12:51:33Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['security-updates-only'],Autoloading and plugin loading strategies
laminas/laminas-log,27,2019-12-31T21:34:48Z,2022-11-24T16:40:20Z,2023-06-09T17:07:23Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['logger', 'logging', 'psr-3']","Robust, composite logger with filtering, formatting, and PSR-3 support"
laminas/laminas-mail,82,2019-12-31T21:35:28Z,2023-06-11T13:07:56Z,2023-06-28T07:25:05Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'mail', 'imap']",Provides generalized functionality to compose and send both text and MIME-compliant multipart e-mail messages
laminas/laminas-math,24,2019-12-31T21:37:47Z,2023-01-12T06:34:50Z,2022-10-16T14:22:53Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only']","Create cryptographically secure pseudo-random numbers, and manage big integers"
laminas/laminas-memory,5,2019-12-31T21:38:03Z,2022-07-26T08:12:38Z,2022-11-15T22:56:36Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only']",Manage data in an environment with limited memory
laminas/laminas-mime,30,2019-12-31T21:38:20Z,2022-10-24T16:11:15Z,2022-10-18T08:38:49Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only', 'mime-message']",Create and parse MIME messages and parts
laminas/laminas-modulemanager,30,2019-12-31T21:39:00Z,2023-01-05T21:48:27Z,2023-03-16T06:59:13Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['module', 'module-manager', 'mvc']",Modular application system for laminas-mvc applications
laminas/laminas-mvc,120,2019-12-31T21:39:54Z,2023-05-12T14:35:01Z,2023-06-27T01:53:01Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['mvc', 'mvc-framework']","Laminas's event-driven MVC layer, including MVC Applications, Controllers, and Plugins"
laminas/laminas-mvc-console,4,2019-12-31T21:42:20Z,2023-01-28T10:24:56Z,2021-02-23T22:15:29Z,False,2021-02-24T06:19:22Z,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only']",Integration between laminas-mvc and laminas-console
laminas/laminas-mvc-form,6,2019-12-31T21:42:35Z,2022-07-26T08:12:39Z,2023-05-24T12:26:22Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",,"['mvc', 'forms']",Metapackage with all requirements needed to use laminas-form with laminas-mvc.
laminas/laminas-mvc-i18n,14,2019-12-31T21:42:51Z,2022-07-26T08:12:39Z,2023-05-03T01:58:59Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['mvc', 'internationalization']",Integration between laminas-mvc and laminas-i18n
laminas/laminas-mvc-plugin-fileprg,9,2019-12-31T21:43:20Z,2022-12-14T23:10:19Z,2023-06-29T00:31:53Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['mvc', 'plugin', 'upload']",Post/Redirect/Get plugin with file upload handling for laminas-mvc controllers
laminas/laminas-mvc-plugin-flashmessenger,9,2019-12-31T21:43:35Z,2022-07-26T08:12:39Z,2023-03-29T00:17:25Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['mvc', 'plugin', 'flash-messages']",Plugin for creating and exposing flash messages via laminas-mvc controllers
laminas/laminas-mvc-plugin-identity,10,2019-12-31T21:43:49Z,2023-01-16T09:12:21Z,2023-02-06T01:59:47Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['hacktoberfest'],Plugin for retrieving the current authenticated identity within laminas-mvc controllers
laminas/laminas-mvc-plugin-prg,8,2019-12-31T22:05:47Z,2022-07-26T08:12:39Z,2023-06-29T02:04:10Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['mvc', 'plugin', 'post-redirect-get']",Post/Redirect/Get plugin for laminas-mvc controllers
laminas/laminas-mvc-plugins,7,2019-12-31T22:06:03Z,2022-07-26T08:12:40Z,2022-07-20T18:46:06Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",,"['mvc', 'plugin']",Collection of all stable laminas-mvc plugins served via separate packages.
laminas/laminas-navigation,17,2019-12-31T22:06:21Z,2023-01-20T07:11:56Z,2023-04-02T00:31:26Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['navigation', 'menu', 'sitemap', 'breadcrumbs', 'laminas', 'links']",Manage trees of pointers to web pages in order to build navigation systems
laminas/laminas-paginator,24,2019-12-31T22:10:35Z,2023-02-16T12:47:43Z,2023-03-29T17:35:54Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['pagination'],Paginate collections of data from arbitrary sources
laminas/laminas-permissions-acl,30,2019-12-31T22:11:28Z,2023-04-28T11:44:27Z,2023-07-02T03:29:47Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['permissions', 'acl']",Provides a lightweight and flexible access control list (ACL) implementation for privileges management
laminas/laminas-permissions-rbac,27,2019-12-31T22:12:11Z,2023-06-30T11:34:48Z,2023-07-02T00:42:20Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['permissions', 'rbac']",Provides a role-based access control management
laminas/laminas-progressbar,8,2019-12-31T22:13:02Z,2022-07-28T09:50:58Z,2022-10-25T14:09:44Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only']",Create and update progress bars in different environments
laminas/laminas-psr7bridge,13,2019-12-31T22:13:32Z,2023-04-26T14:34:37Z,2023-06-28T03:47:50Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['hacktoberfest'],PSR-7 <-> laminas-http message conversions
laminas/laminas-recaptcha,9,2019-12-31T22:15:05Z,2022-07-21T21:43:32Z,2023-02-03T10:03:54Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['captcha', 'recaptcha']",OOP wrapper for the ReCaptcha web service
laminas/laminas-router,30,2019-12-31T22:15:21Z,2023-01-31T17:48:36Z,2023-02-03T11:55:00Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'router']",Flexible routing system for HTTP and console applications
laminas/laminas-serializer,26,2019-12-31T22:16:03Z,2022-11-24T16:40:16Z,2023-07-02T16:47:46Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['serializer'],Serialize and deserialize PHP structures to a variety of representations
laminas/laminas-server,23,2020-01-01T17:44:17Z,2023-04-26T14:35:48Z,2023-06-27T00:49:43Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['rpc', 'rpc-server']",Create Reflection-based RPC servers
laminas/laminas-servicemanager,109,2019-12-31T22:16:26Z,2023-06-28T01:39:38Z,2023-07-02T16:25:41Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['dependency-injection', 'psr-11']",Factory-Driven Dependency Injection Container
laminas/laminas-servicemanager-di,4,2019-12-31T22:19:33Z,2023-01-28T10:24:56Z,2021-02-23T22:16:08Z,False,2021-02-24T06:20:01Z,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only']",laminas-di integration for laminas-servicemanager
laminas/laminas-session,51,2019-12-31T22:19:54Z,2023-05-23T16:38:41Z,2023-06-22T15:21:34Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['session', 'sessionstorage']",Object-oriented interface to PHP sessions and storage
laminas/laminas-soap,49,2019-12-31T22:25:16Z,2023-05-13T17:05:41Z,2023-01-09T14:02:06Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['soap'],
laminas/laminas-stdlib,157,2019-12-31T22:26:35Z,2023-06-10T22:00:50Z,2023-04-01T01:00:44Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['utilities'],"SPL extensions, array utilities, error handlers, and more"
laminas/laminas-stratigility,50,2019-12-31T22:27:33Z,2023-05-09T15:33:20Z,2023-06-29T00:20:26Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['psr-7', 'middleware']",PSR-7 middleware foundation for building and dispatching middleware pipelines
laminas/laminas-tag,5,2019-12-31T22:28:13Z,2022-07-26T08:12:41Z,2022-07-20T18:46:14Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only']","Manipulate and weight taggable items, and create tag clouds"
laminas/laminas-test,12,2019-12-31T22:28:31Z,2023-02-03T01:44:50Z,2023-04-17T01:53:06Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['testing', 'integration-testing', 'mvc']",Tools to facilitate integration testing of laminas-mvc applications
laminas/laminas-text,39,2019-12-31T22:30:50Z,2023-01-28T09:22:43Z,2023-02-08T16:56:28Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only']",Create FIGlets and text-based tables
laminas/laminas-uri,37,2019-12-31T22:31:35Z,2023-04-17T16:03:54Z,2022-10-16T15:03:58Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only']",A component that aids in manipulating and validating » Uniform Resource Identifiers (URIs)
laminas/laminas-validator,104,2019-12-31T22:32:16Z,2023-06-18T04:20:07Z,2023-07-02T01:55:26Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['validator'],"Validation classes for a wide range of domains, and the ability to chain validators to create complex validation criteria"
laminas/laminas-view,52,2019-12-31T22:34:47Z,2023-06-30T07:52:20Z,2023-07-02T00:25:22Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['view-layer'],"Flexible view layer supporting and providing multiple view layers, helpers, and more"
laminas/laminas-xml,14,2019-12-31T22:37:28Z,2023-01-14T21:37:49Z,2022-11-16T00:18:27Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['xml', 'security-updates-only']","Utility library for XML usage, best practices, and security in PHP"
laminas/laminas-xml2json,13,2019-12-31T22:38:16Z,2022-12-28T14:54:46Z,2022-07-20T18:34:45Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['hacktoberfest', 'security-updates-only']","Provides functionality for converting XML to JSON, optionally including XML attributes"
laminas/laminas-xmlrpc,18,2019-12-31T22:38:37Z,2023-03-15T17:13:41Z,2023-03-07T00:18:12Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,['hacktoberfest'],Fully-featured XML-RPC server and client implementations
laminas/laminas-zendframework-bridge,1182,2019-03-27T15:43:26Z,2023-05-14T17:27:27Z,2023-06-29T01:09:24Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['laminas', 'migration', 'zendframework', 'mezzio', 'expressive', 'laminas-api-tools', 'apigility']",Alias legacy ZF class names to Laminas Project equivalents.
lanl/MPI-Bash,78,2015-02-03T22:40:08Z,2023-06-21T20:44:53Z,2023-04-16T20:53:57Z,False,,False,Other,C,[],Parallel version of the Bash shell
lann/builder,207,2014-01-13T00:45:06Z,2023-06-16T06:26:28Z,2018-08-02T20:07:27Z,False,,False,MIT License,Go,[],Fluent immutable builders for golang
lann/ps,2,2015-08-08T14:22:49Z,2022-11-24T02:44:54Z,2015-08-10T15:23:59Z,True,,False,MIT License,Go,[],Persistent data structures for Go
lanoxx/tilda,1192,2012-03-20T18:18:03Z,2023-06-28T10:38:18Z,2023-03-12T00:40:35Z,False,,False,GNU General Public License v2.0,C,[],A Gtk based drop down terminal for Linux and Unix
